ObjectId,service_date,line,estimated_boardings
10517,2023/03/14 04:00:00+00,Lowell,4817
10518,2023/03/14 04:00:00+00,Haverhill,4369
10519,2023/03/14 04:00:00+00,Kingston,2961
10520,2023/03/14 04:00:00+00,Needham,4035
10521,2023/03/14 04:00:00+00,Fitchburg,3892
10522,2023/03/14 04:00:00+00,Greenbush,2814
10523,2023/03/14 04:00:00+00,Fairmount,2110
10524,2023/03/15 04:00:00+00,Providence/Stoughton,17138
10525,2023/03/15 04:00:00+00,Newburyport/Rockport,7696
10526,2023/03/15 04:00:00+00,Framingham/Worcester,10183
10527,2023/03/15 04:00:00+00,Franklin/Foxboro,8302
10528,2023/03/15 04:00:00+00,Middleborough/Lakeville,6205
10529,2023/03/15 04:00:00+00,Lowell,5711
10530,2023/03/15 04:00:00+00,Haverhill,5330
10531,2023/03/15 04:00:00+00,Kingston,4161
10532,2023/03/15 04:00:00+00,Needham,5115
10533,2023/03/15 04:00:00+00,Fitchburg,4251
10534,2023/03/15 04:00:00+00,Greenbush,3331
10535,2023/03/15 04:00:00+00,Fairmount,2810
10536,2023/03/16 04:00:00+00,Providence/Stoughton,18651
10537,2023/03/16 04:00:00+00,Newburyport/Rockport,7841
10538,2023/03/16 04:00:00+00,Framingham/Worcester,10502
10539,2023/03/16 04:00:00+00,Franklin/Foxboro,7496
10540,2023/03/16 04:00:00+00,Middleborough/Lakeville,5948
10541,2023/03/16 04:00:00+00,Lowell,6008
10542,2023/03/16 04:00:00+00,Haverhill,6106
10543,2023/03/16 04:00:00+00,Kingston,3958
10544,2023/03/16 04:00:00+00,Needham,4841
10545,2023/03/16 04:00:00+00,Fitchburg,5134
10546,2023/03/16 04:00:00+00,Greenbush,3067
10547,2023/03/16 04:00:00+00,Fairmount,2508
10548,2023/03/17 04:00:00+00,Providence/Stoughton,18554
10549,2023/03/17 04:00:00+00,Newburyport/Rockport,7382
10550,2023/03/17 04:00:00+00,Framingham/Worcester,8677
10551,2023/03/17 04:00:00+00,Franklin/Foxboro,5653
10552,2023/03/29 04:00:00+00,Fairmount,2558
10553,2023/03/30 04:00:00+00,Providence/Stoughton,21435
10554,2023/03/30 04:00:00+00,Newburyport/Rockport,9502
10555,2023/03/30 04:00:00+00,Framingham/Worcester,13228
10556,2023/03/30 04:00:00+00,Franklin/Foxboro,8667
10557,2023/03/30 04:00:00+00,Middleborough/Lakeville,5859
10558,2023/03/30 04:00:00+00,Lowell,7659
10559,2023/03/30 04:00:00+00,Haverhill,6075
10560,2023/03/21 04:00:00+00,Haverhill,6300
10561,2023/03/30 04:00:00+00,Kingston,4148
10562,2023/03/30 04:00:00+00,Needham,5453
10563,2023/03/25 04:00:00+00,Needham,850
10564,2023/03/04 05:00:00+00,Greenbush,592
10565,2023/02/28 05:00:00+00,Needham,4712
10566,2023/03/30 04:00:00+00,Fitchburg,5332
10567,2023/03/30 04:00:00+00,Greenbush,3554
10568,2023/03/30 04:00:00+00,Fairmount,2423
10569,2023/03/31 04:00:00+00,Providence/Stoughton,18777
10570,2023/03/31 04:00:00+00,Newburyport/Rockport,8278
10571,2023/03/31 04:00:00+00,Framingham/Worcester,9667
10572,2023/03/31 04:00:00+00,Franklin/Foxboro,6594
10573,2023/03/31 04:00:00+00,Middleborough/Lakeville,4820
10574,2023/03/31 04:00:00+00,Lowell,6885
10575,2023/03/31 04:00:00+00,Haverhill,5597
10576,2023/03/31 04:00:00+00,Kingston,3850
10577,2023/03/31 04:00:00+00,Needham,5603
10578,2023/03/31 04:00:00+00,Fitchburg,4879
10579,2023/03/31 04:00:00+00,Greenbush,3025
10580,2023/03/31 04:00:00+00,Fairmount,2038
10581,2023/04/01 04:00:00+00,Providence/Stoughton,6487
10582,2023/04/01 04:00:00+00,Newburyport/Rockport,3788
10583,2023/04/01 04:00:00+00,Framingham/Worcester,5274
10584,2023/04/01 04:00:00+00,Franklin/Foxboro,1755
10585,2023/04/01 04:00:00+00,Middleborough/Lakeville,1528
10586,2023/04/01 04:00:00+00,Lowell,2029
10587,2023/04/01 04:00:00+00,Haverhill,883
10588,2023/04/01 04:00:00+00,Kingston,730
10589,2023/04/01 04:00:00+00,Needham,732
10590,2023/04/01 04:00:00+00,Fitchburg,1855
10591,2023/04/01 04:00:00+00,Greenbush,611
10592,2023/04/02 04:00:00+00,Providence/Stoughton,4981
10593,2023/04/02 04:00:00+00,Newburyport/Rockport,3776
10594,2023/04/02 04:00:00+00,Framingham/Worcester,4116
10595,2023/04/02 04:00:00+00,Franklin/Foxboro,3445
10596,2023/04/02 04:00:00+00,Middleborough/Lakeville,3514
10597,2023/04/02 04:00:00+00,Lowell,1495
10598,2023/04/02 04:00:00+00,Haverhill,879
10599,2023/04/02 04:00:00+00,Kingston,586
10600,2023/04/02 04:00:00+00,Needham,436
10601,2023/04/02 04:00:00+00,Fitchburg,1649
10602,2023/04/02 04:00:00+00,Greenbush,588
10603,2023/04/03 04:00:00+00,Providence/Stoughton,19980
10604,2023/04/03 04:00:00+00,Newburyport/Rockport,8520
10605,2023/03/21 04:00:00+00,Kingston,3949
10606,2023/03/21 04:00:00+00,Needham,4934
10607,2023/03/21 04:00:00+00,Fitchburg,5232
10608,2023/03/21 04:00:00+00,Greenbush,3158
10609,2023/03/21 04:00:00+00,Fairmount,3121
10610,2023/03/22 04:00:00+00,Providence/Stoughton,20803
10611,2023/03/22 04:00:00+00,Newburyport/Rockport,8108
10612,2023/03/22 04:00:00+00,Framingham/Worcester,11782
10613,2023/03/22 04:00:00+00,Franklin/Foxboro,8677
10614,2023/03/22 04:00:00+00,Middleborough/Lakeville,6850
10615,2023/03/22 04:00:00+00,Lowell,6110
10616,2023/03/22 04:00:00+00,Haverhill,6162
10617,2023/03/22 04:00:00+00,Kingston,4633
10618,2023/03/22 04:00:00+00,Needham,5112
10619,2023/03/22 04:00:00+00,Fitchburg,5115
10620,2023/03/22 04:00:00+00,Greenbush,3740
10621,2023/03/22 04:00:00+00,Fairmount,2497
10622,2023/03/23 04:00:00+00,Providence/Stoughton,20108
10623,2023/03/23 04:00:00+00,Newburyport/Rockport,8380
10624,2023/03/23 04:00:00+00,Framingham/Worcester,12146
10625,2023/03/23 04:00:00+00,Franklin/Foxboro,8132
10626,2023/03/23 04:00:00+00,Middleborough/Lakeville,5805
10627,2023/03/23 04:00:00+00,Lowell,6685
10628,2023/03/23 04:00:00+00,Haverhill,6534
10629,2023/03/23 04:00:00+00,Kingston,4538
10630,2023/03/23 04:00:00+00,Needham,5068
10631,2023/03/23 04:00:00+00,Fitchburg,5133
10632,2023/03/23 04:00:00+00,Greenbush,3849
10633,2023/03/23 04:00:00+00,Fairmount,2431
10634,2023/03/24 04:00:00+00,Providence/Stoughton,19032
10635,2023/03/24 04:00:00+00,Newburyport/Rockport,7213
10636,2023/03/24 04:00:00+00,Framingham/Worcester,10492
10637,2023/03/24 04:00:00+00,Franklin/Foxboro,6385
10638,2023/03/24 04:00:00+00,Middleborough/Lakeville,4865
10639,2023/03/24 04:00:00+00,Lowell,5638
10640,2023/03/24 04:00:00+00,Haverhill,5415
10641,2023/03/24 04:00:00+00,Kingston,3475
10642,2023/03/24 04:00:00+00,Needham,4157
10643,2023/03/24 04:00:00+00,Fitchburg,4865
10644,2023/03/24 04:00:00+00,Greenbush,2892
10645,2023/03/24 04:00:00+00,Fairmount,2238
10646,2023/03/25 04:00:00+00,Providence/Stoughton,5401
10647,2023/03/25 04:00:00+00,Newburyport/Rockport,3863
10648,2023/03/25 04:00:00+00,Framingham/Worcester,4959
10649,2023/03/25 04:00:00+00,Franklin/Foxboro,1539
10650,2023/03/25 04:00:00+00,Middleborough/Lakeville,1421
10651,2023/03/25 04:00:00+00,Lowell,2767
10652,2023/03/25 04:00:00+00,Haverhill,1558
10653,2023/03/25 04:00:00+00,Kingston,1204
10654,2023/03/25 04:00:00+00,Fitchburg,2452
10655,2023/03/25 04:00:00+00,Greenbush,1001
10656,2023/03/25 04:00:00+00,Fairmount,673
10657,2023/03/26 04:00:00+00,Providence/Stoughton,4293
10658,2023/03/26 04:00:00+00,Newburyport/Rockport,4742
10659,2023/03/26 04:00:00+00,Framingham/Worcester,4683
10660,2023/03/26 04:00:00+00,Franklin/Foxboro,3205
10661,2023/03/26 04:00:00+00,Middleborough/Lakeville,4426
10662,2023/03/26 04:00:00+00,Lowell,2166
10663,2023/03/26 04:00:00+00,Haverhill,917
10664,2023/03/26 04:00:00+00,Kingston,1357
10665,2023/03/26 04:00:00+00,Needham,1188
10666,2023/03/26 04:00:00+00,Fitchburg,2439
10667,2023/03/26 04:00:00+00,Greenbush,753
10668,2023/03/26 04:00:00+00,Fairmount,614
10669,2023/03/27 04:00:00+00,Providence/Stoughton,19990
10670,2023/03/27 04:00:00+00,Newburyport/Rockport,8293
10671,2023/03/27 04:00:00+00,Framingham/Worcester,10275
10672,2023/03/27 04:00:00+00,Franklin/Foxboro,6951
10673,2023/03/27 04:00:00+00,Middleborough/Lakeville,5197
10674,2023/03/27 04:00:00+00,Lowell,6462
10675,2023/03/27 04:00:00+00,Haverhill,5866
10676,2023/03/27 04:00:00+00,Kingston,4347
10677,2023/03/27 04:00:00+00,Needham,4934
10678,2023/03/27 04:00:00+00,Fitchburg,4611
10679,2023/03/27 04:00:00+00,Greenbush,2832
10680,2023/03/27 04:00:00+00,Fairmount,2599
10681,2023/03/28 04:00:00+00,Providence/Stoughton,20747
10682,2023/03/28 04:00:00+00,Newburyport/Rockport,9053
10683,2023/03/28 04:00:00+00,Framingham/Worcester,11796
10684,2023/03/28 04:00:00+00,Franklin/Foxboro,8587
10685,2023/03/28 04:00:00+00,Middleborough/Lakeville,6395
10686,2023/03/28 04:00:00+00,Lowell,6998
10687,2023/03/28 04:00:00+00,Haverhill,6160
10688,2023/03/28 04:00:00+00,Kingston,4461
10689,2023/03/28 04:00:00+00,Needham,5601
10690,2023/03/28 04:00:00+00,Fitchburg,4830
10691,2023/03/28 04:00:00+00,Greenbush,3818
10692,2023/03/28 04:00:00+00,Fairmount,2728
10693,2023/03/29 04:00:00+00,Providence/Stoughton,20787
10694,2023/03/29 04:00:00+00,Newburyport/Rockport,8364
10695,2023/03/29 04:00:00+00,Framingham/Worcester,11411
10696,2023/03/29 04:00:00+00,Franklin/Foxboro,8189
10697,2023/03/29 04:00:00+00,Middleborough/Lakeville,6512
10698,2023/03/29 04:00:00+00,Lowell,6288
10699,2023/03/29 04:00:00+00,Haverhill,5731
10700,2023/03/29 04:00:00+00,Kingston,4720
10701,2023/03/29 04:00:00+00,Needham,5630
10702,2023/03/29 04:00:00+00,Fitchburg,4810
10703,2023/03/04 05:00:00+00,Fairmount,619
10704,2023/02/28 05:00:00+00,Fitchburg,4267
10705,2023/02/28 05:00:00+00,Greenbush,2291
10706,2023/02/28 05:00:00+00,Fairmount,1840
10707,2023/03/01 05:00:00+00,Providence/Stoughton,18124
10708,2023/03/01 05:00:00+00,Newburyport/Rockport,7834
10709,2023/03/01 05:00:00+00,Framingham/Worcester,9638
10710,2023/03/01 05:00:00+00,Franklin/Foxboro,8420
10711,2023/03/01 05:00:00+00,Middleborough/Lakeville,6241
10712,2023/03/01 05:00:00+00,Lowell,7075
10713,2023/03/01 05:00:00+00,Haverhill,5576
10714,2023/03/01 05:00:00+00,Kingston,4102
10715,2023/03/01 05:00:00+00,Needham,6268
10716,2023/03/01 05:00:00+00,Fitchburg,5712
10717,2023/03/01 05:00:00+00,Greenbush,3500
10718,2023/03/01 05:00:00+00,Fairmount,2194
10719,2023/03/02 05:00:00+00,Providence/Stoughton,19397
10720,2023/03/02 05:00:00+00,Newburyport/Rockport,7925
10721,2023/03/02 05:00:00+00,Framingham/Worcester,10721
10722,2023/03/02 05:00:00+00,Franklin/Foxboro,8335
10723,2023/03/02 05:00:00+00,Middleborough/Lakeville,5288
10724,2023/03/02 05:00:00+00,Lowell,7264
10725,2023/03/02 05:00:00+00,Haverhill,5594
10726,2023/03/02 05:00:00+00,Kingston,4046
10727,2023/03/02 05:00:00+00,Needham,5851
10728,2023/03/02 05:00:00+00,Fitchburg,5468
10729,2023/03/02 05:00:00+00,Greenbush,2738
10730,2023/03/02 05:00:00+00,Fairmount,2322
10731,2023/03/03 05:00:00+00,Providence/Stoughton,14637
10732,2023/03/03 05:00:00+00,Newburyport/Rockport,7420
10733,2023/03/03 05:00:00+00,Framingham/Worcester,8615
10734,2023/03/03 05:00:00+00,Franklin/Foxboro,6045
10735,2023/03/03 05:00:00+00,Middleborough/Lakeville,4598
10736,2023/03/03 05:00:00+00,Lowell,6726
10737,2023/03/03 05:00:00+00,Haverhill,5699
10738,2023/03/03 05:00:00+00,Kingston,2759
10739,2023/03/03 05:00:00+00,Needham,5422
10740,2023/03/03 05:00:00+00,Fitchburg,4577
10741,2023/03/03 05:00:00+00,Greenbush,2483
10742,2023/03/03 05:00:00+00,Fairmount,2030
10743,2023/03/04 05:00:00+00,Providence/Stoughton,3743
10744,2023/03/04 05:00:00+00,Newburyport/Rockport,3658
10745,2023/03/04 05:00:00+00,Framingham/Worcester,3962
10746,2023/03/04 05:00:00+00,Franklin/Foxboro,1271
10747,2023/03/04 05:00:00+00,Middleborough/Lakeville,1192
10748,2023/03/04 05:00:00+00,Lowell,2610
10749,2023/03/04 05:00:00+00,Haverhill,916
10750,2023/03/04 05:00:00+00,Kingston,866
10751,2023/03/04 05:00:00+00,Needham,576
10752,2023/03/04 05:00:00+00,Fitchburg,1738
10753,2023/03/05 05:00:00+00,Providence/Stoughton,4019
10754,2023/03/05 05:00:00+00,Newburyport/Rockport,4415
10755,2023/03/05 05:00:00+00,Framingham/Worcester,3483
10756,2023/03/05 05:00:00+00,Franklin/Foxboro,1000
10757,2023/03/05 05:00:00+00,Middleborough/Lakeville,973
10758,2023/03/05 05:00:00+00,Lowell,1948
10759,2023/03/05 05:00:00+00,Haverhill,884
10760,2023/03/05 05:00:00+00,Kingston,834
10761,2023/03/05 05:00:00+00,Needham,527
10762,2023/03/05 05:00:00+00,Fitchburg,1660
10763,2023/03/05 05:00:00+00,Greenbush,621
10764,2023/03/05 05:00:00+00,Fairmount,670
10765,2023/03/06 05:00:00+00,Providence/Stoughton,17168
10766,2023/03/06 05:00:00+00,Newburyport/Rockport,8184
10767,2023/03/06 05:00:00+00,Framingham/Worcester,9594
10768,2023/03/06 05:00:00+00,Franklin/Foxboro,8246
10769,2023/03/06 05:00:00+00,Middleborough/Lakeville,5670
10770,2023/03/06 05:00:00+00,Lowell,6955
10771,2023/03/06 05:00:00+00,Haverhill,4645
10772,2023/03/06 05:00:00+00,Kingston,3921
10773,2023/03/06 05:00:00+00,Needham,5531
10774,2023/03/06 05:00:00+00,Fitchburg,5064
10775,2023/03/06 05:00:00+00,Greenbush,3232
10776,2023/03/06 05:00:00+00,Fairmount,2614
10777,2023/03/07 05:00:00+00,Providence/Stoughton,18202
10778,2023/03/07 05:00:00+00,Newburyport/Rockport,8920
10779,2023/03/07 05:00:00+00,Framingham/Worcester,10138
10780,2023/03/07 05:00:00+00,Franklin/Foxboro,8440
10781,2023/03/07 05:00:00+00,Middleborough/Lakeville,6454
10782,2023/03/07 05:00:00+00,Lowell,6915
10783,2023/03/07 05:00:00+00,Haverhill,4718
10784,2023/03/07 05:00:00+00,Kingston,4058
10785,2023/03/07 05:00:00+00,Needham,5943
10786,2023/03/07 05:00:00+00,Fitchburg,5267
10787,2023/03/07 05:00:00+00,Greenbush,3293
10788,2023/03/07 05:00:00+00,Fairmount,2697
10789,2023/03/08 05:00:00+00,Providence/Stoughton,18961
10790,2023/03/08 05:00:00+00,Newburyport/Rockport,9767
10791,2023/03/08 05:00:00+00,Framingham/Worcester,10899
10792,2023/03/08 05:00:00+00,Franklin/Foxboro,9022
10793,2023/03/08 05:00:00+00,Middleborough/Lakeville,6033
10794,2023/03/08 05:00:00+00,Lowell,7379
10795,2023/03/08 05:00:00+00,Haverhill,4851
10796,2023/03/08 05:00:00+00,Kingston,4096
10797,2023/03/08 05:00:00+00,Needham,6232
10798,2023/03/08 05:00:00+00,Fitchburg,5149
10799,2023/03/08 05:00:00+00,Greenbush,3498
10800,2023/03/08 05:00:00+00,Fairmount,2428
10801,2023/04/15 04:00:00+00,Needham,1166
10802,2023/04/15 04:00:00+00,Fitchburg,2196
10803,2023/04/15 04:00:00+00,Greenbush,813
10804,2023/04/15 04:00:00+00,Fairmount,788
10805,2023/04/16 04:00:00+00,Providence/Stoughton,5259
10806,2023/04/16 04:00:00+00,Newburyport/Rockport,3706
10807,2023/04/16 04:00:00+00,Framingham/Worcester,3933
10808,2023/04/16 04:00:00+00,Franklin/Foxboro,2032
10809,2023/04/16 04:00:00+00,Middleborough/Lakeville,1404
10810,2023/04/16 04:00:00+00,Lowell,2077
10811,2023/04/16 04:00:00+00,Haverhill,1309
10812,2023/04/16 04:00:00+00,Kingston,1141
10813,2023/04/16 04:00:00+00,Needham,649
10814,2023/04/16 04:00:00+00,Fitchburg,1872
10815,2023/04/16 04:00:00+00,Greenbush,710
10816,2023/04/16 04:00:00+00,Fairmount,396
10817,2023/04/17 04:00:00+00,Providence/Stoughton,16857
10818,2023/04/17 04:00:00+00,Newburyport/Rockport,9569
10819,2023/04/17 04:00:00+00,Framingham/Worcester,29455
10820,2023/04/17 04:00:00+00,Franklin/Foxboro,7153
10821,2023/04/17 04:00:00+00,Middleborough/Lakeville,5007
10822,2023/04/17 04:00:00+00,Lowell,7350
10823,2023/04/17 04:00:00+00,Haverhill,6191
10824,2023/04/17 04:00:00+00,Kingston,3954
10825,2023/04/17 04:00:00+00,Needham,4669
10826,2023/04/17 04:00:00+00,Fitchburg,5091
10827,2023/04/17 04:00:00+00,Greenbush,2843
10828,2023/04/17 04:00:00+00,Fairmount,2209
10829,2023/04/18 04:00:00+00,Providence/Stoughton,20136
10830,2023/04/18 04:00:00+00,Newburyport/Rockport,9393
10831,2023/04/18 04:00:00+00,Framingham/Worcester,13529
10832,2023/04/18 04:00:00+00,Franklin/Foxboro,7378
10833,2023/04/18 04:00:00+00,Middleborough/Lakeville,6988
10834,2023/04/18 04:00:00+00,Lowell,7065
10835,2023/04/18 04:00:00+00,Haverhill,7006
10836,2023/04/18 04:00:00+00,Kingston,5887
10837,2023/04/18 04:00:00+00,Needham,5548
10838,2023/04/18 04:00:00+00,Fitchburg,5557
10839,2023/04/18 04:00:00+00,Greenbush,3592
10840,2023/04/18 04:00:00+00,Fairmount,2445
10841,2023/04/19 04:00:00+00,Providence/Stoughton,20022
10842,2023/04/19 04:00:00+00,Newburyport/Rockport,9598
10843,2023/04/19 04:00:00+00,Framingham/Worcester,12861
10844,2023/04/19 04:00:00+00,Franklin/Foxboro,7637
10845,2023/04/19 04:00:00+00,Middleborough/Lakeville,7255
10846,2023/04/19 04:00:00+00,Lowell,7458
10847,2023/04/19 04:00:00+00,Haverhill,6687
10848,2023/04/19 04:00:00+00,Kingston,5421
10849,2023/04/19 04:00:00+00,Needham,4874
10850,2023/04/19 04:00:00+00,Fitchburg,5495
10851,2023/04/11 04:00:00+00,Haverhill,6290
10852,2023/04/11 04:00:00+00,Kingston,5038
10853,2023/04/11 04:00:00+00,Needham,6308
10854,2023/04/11 04:00:00+00,Fitchburg,5762
10855,2023/04/11 04:00:00+00,Greenbush,3734
10856,2023/04/11 04:00:00+00,Fairmount,2530
10857,2023/04/12 04:00:00+00,Providence/Stoughton,21155
10858,2023/04/12 04:00:00+00,Newburyport/Rockport,8620
10859,2023/04/12 04:00:00+00,Framingham/Worcester,11013
10860,2023/04/12 04:00:00+00,Franklin/Foxboro,8406
10861,2023/04/12 04:00:00+00,Middleborough/Lakeville,7000
10862,2023/04/12 04:00:00+00,Lowell,7415
10863,2023/04/12 04:00:00+00,Haverhill,6087
10864,2023/04/12 04:00:00+00,Kingston,4981
10865,2023/04/12 04:00:00+00,Needham,6111
10866,2023/04/12 04:00:00+00,Fitchburg,5149
10867,2023/04/12 04:00:00+00,Greenbush,3934
10868,2023/04/12 04:00:00+00,Fairmount,2362
10869,2023/04/13 04:00:00+00,Providence/Stoughton,20607
10870,2023/04/13 04:00:00+00,Newburyport/Rockport,9814
10871,2023/04/13 04:00:00+00,Framingham/Worcester,12019
10872,2023/04/13 04:00:00+00,Franklin/Foxboro,8445
10873,2023/04/13 04:00:00+00,Middleborough/Lakeville,5686
10874,2023/04/13 04:00:00+00,Lowell,7097
10875,2023/04/13 04:00:00+00,Haverhill,6219
10876,2023/04/13 04:00:00+00,Kingston,5119
10877,2023/04/13 04:00:00+00,Needham,5891
10878,2023/04/13 04:00:00+00,Fitchburg,5127
10879,2023/04/13 04:00:00+00,Greenbush,3886
10880,2023/04/13 04:00:00+00,Fairmount,2594
10881,2023/04/14 04:00:00+00,Providence/Stoughton,19472
10882,2023/04/14 04:00:00+00,Newburyport/Rockport,9153
10883,2023/04/14 04:00:00+00,Framingham/Worcester,10120
10884,2023/04/14 04:00:00+00,Franklin/Foxboro,6743
10885,2023/04/14 04:00:00+00,Middleborough/Lakeville,4968
10886,2023/04/14 04:00:00+00,Lowell,7709
10887,2023/04/14 04:00:00+00,Haverhill,6242
10888,2023/04/14 04:00:00+00,Kingston,3200
10889,2023/04/14 04:00:00+00,Needham,4578
10890,2023/04/14 04:00:00+00,Fitchburg,5294
10891,2023/04/14 04:00:00+00,Greenbush,3224
10892,2023/04/14 04:00:00+00,Fairmount,2233
10893,2023/04/15 04:00:00+00,Providence/Stoughton,8914
10894,2023/04/15 04:00:00+00,Newburyport/Rockport,5724
10895,2023/04/15 04:00:00+00,Framingham/Worcester,7784
10896,2023/04/15 04:00:00+00,Franklin/Foxboro,2150
10897,2023/04/15 04:00:00+00,Middleborough/Lakeville,2004
10898,2023/04/15 04:00:00+00,Lowell,2425
10899,2023/04/15 04:00:00+00,Haverhill,1521
10900,2023/04/15 04:00:00+00,Kingston,1079
10901,2023/04/28 04:00:00+00,Framingham/Worcester,10047
10902,2023/04/24 04:00:00+00,Providence/Stoughton,18082
10903,2023/04/24 04:00:00+00,Newburyport/Rockport,8783
10904,2023/04/24 04:00:00+00,Framingham/Worcester,10691
10905,2023/04/24 04:00:00+00,Franklin/Foxboro,7724
10906,2023/04/24 04:00:00+00,Middleborough/Lakeville,6310
10907,2023/04/24 04:00:00+00,Lowell,6346
10908,2023/04/24 04:00:00+00,Haverhill,5136
10909,2023/04/24 04:00:00+00,Kingston,5981
10910,2023/04/24 04:00:00+00,Needham,5158
10911,2023/04/24 04:00:00+00,Fitchburg,5102
10912,2023/04/24 04:00:00+00,Greenbush,3996
10913,2023/04/24 04:00:00+00,Fairmount,2395
10914,2023/04/25 04:00:00+00,Providence/Stoughton,19626
10915,2023/04/25 04:00:00+00,Newburyport/Rockport,9682
10916,2023/04/25 04:00:00+00,Framingham/Worcester,12158
10917,2023/04/25 04:00:00+00,Franklin/Foxboro,8652
10918,2023/04/25 04:00:00+00,Middleborough/Lakeville,7796
10919,2023/04/25 04:00:00+00,Lowell,6829
10920,2023/04/25 04:00:00+00,Haverhill,5426
10921,2023/04/25 04:00:00+00,Kingston,6708
10922,2023/04/25 04:00:00+00,Needham,6373
10923,2023/04/25 04:00:00+00,Fitchburg,5281
10924,2023/04/25 04:00:00+00,Greenbush,4256
10925,2023/04/25 04:00:00+00,Fairmount,2339
10926,2023/04/26 04:00:00+00,Providence/Stoughton,19744
10927,2023/04/26 04:00:00+00,Newburyport/Rockport,9256
10928,2023/04/26 04:00:00+00,Framingham/Worcester,12109
10929,2023/04/26 04:00:00+00,Franklin/Foxboro,9234
10930,2023/04/26 04:00:00+00,Middleborough/Lakeville,7671
10931,2023/04/26 04:00:00+00,Lowell,7291
10932,2023/04/26 04:00:00+00,Haverhill,5446
10933,2023/04/26 04:00:00+00,Kingston,5279
10934,2023/04/26 04:00:00+00,Needham,5915
10935,2023/04/26 04:00:00+00,Fitchburg,5431
10936,2023/04/26 04:00:00+00,Greenbush,4527
10937,2023/04/26 04:00:00+00,Fairmount,2559
10938,2023/04/27 04:00:00+00,Providence/Stoughton,20375
10939,2023/04/27 04:00:00+00,Newburyport/Rockport,9139
10940,2023/04/27 04:00:00+00,Framingham/Worcester,11926
10941,2023/04/27 04:00:00+00,Franklin/Foxboro,9020
10942,2023/04/27 04:00:00+00,Middleborough/Lakeville,6518
10943,2023/04/27 04:00:00+00,Lowell,6650
10944,2023/04/27 04:00:00+00,Haverhill,5670
10945,2023/04/27 04:00:00+00,Kingston,6410
10946,2023/04/27 04:00:00+00,Needham,6260
10947,2023/04/27 04:00:00+00,Fitchburg,5317
10948,2023/04/27 04:00:00+00,Greenbush,4384
10949,2023/04/27 04:00:00+00,Fairmount,2432
10950,2023/04/28 04:00:00+00,Providence/Stoughton,17332
10951,2023/04/28 04:00:00+00,Newburyport/Rockport,8624
10952,2023/04/28 04:00:00+00,Franklin/Foxboro,6731
10953,2023/04/28 04:00:00+00,Middleborough/Lakeville,5775
10954,2023/04/28 04:00:00+00,Lowell,6108
10955,2023/04/28 04:00:00+00,Haverhill,4942
10956,2023/04/28 04:00:00+00,Kingston,5531
10957,2023/04/28 04:00:00+00,Needham,5224
10958,2023/04/28 04:00:00+00,Fitchburg,4459
10959,2023/04/28 04:00:00+00,Greenbush,3924
10960,2023/04/28 04:00:00+00,Fairmount,2620
10961,2023/04/29 04:00:00+00,Providence/Stoughton,6967
10962,2023/04/29 04:00:00+00,Newburyport/Rockport,5549
10963,2023/04/29 04:00:00+00,Framingham/Worcester,6100
10964,2023/04/29 04:00:00+00,Franklin/Foxboro,1776
10965,2023/04/29 04:00:00+00,Middleborough/Lakeville,1897
10966,2023/04/29 04:00:00+00,Lowell,2509
10967,2023/04/29 04:00:00+00,Haverhill,747
10968,2023/04/29 04:00:00+00,Kingston,1123
10969,2023/04/29 04:00:00+00,Needham,1208
10970,2023/04/29 04:00:00+00,Fitchburg,1969
10971,2023/04/29 04:00:00+00,Greenbush,918
10972,2023/04/29 04:00:00+00,Fairmount,756
10973,2023/04/30 04:00:00+00,Providence/Stoughton,4762
10974,2023/04/30 04:00:00+00,Newburyport/Rockport,3806
10975,2023/04/30 04:00:00+00,Framingham/Worcester,3785
10976,2023/04/30 04:00:00+00,Franklin/Foxboro,1197
10977,2023/04/30 04:00:00+00,Middleborough/Lakeville,1282
10978,2023/04/30 04:00:00+00,Lowell,2142
10979,2023/04/30 04:00:00+00,Haverhill,775
10980,2023/04/30 04:00:00+00,Kingston,1386
10981,2023/04/30 04:00:00+00,Needham,567
10982,2023/04/30 04:00:00+00,Fitchburg,1297
10983,2023/04/30 04:00:00+00,Greenbush,806
10984,2023/04/30 04:00:00+00,Fairmount,448
10985,2023/05/01 04:00:00+00,Providence/Stoughton,18253
10986,2023/05/01 04:00:00+00,Newburyport/Rockport,9216
10987,2023/05/01 04:00:00+00,Framingham/Worcester,11530
10988,2023/05/01 04:00:00+00,Franklin/Foxboro,7897
10989,2023/05/01 04:00:00+00,Middleborough/Lakeville,7117
10990,2023/05/01 04:00:00+00,Lowell,5871
10991,2023/05/01 04:00:00+00,Haverhill,5226
10992,2023/05/01 04:00:00+00,Kingston,6174
10993,2023/05/01 04:00:00+00,Needham,5565
10994,2023/05/01 04:00:00+00,Fitchburg,5456
10995,2023/05/01 04:00:00+00,Greenbush,4597
10996,2023/05/01 04:00:00+00,Fairmount,2570
10997,2023/05/02 04:00:00+00,Providence/Stoughton,20007
10998,2023/05/02 04:00:00+00,Newburyport/Rockport,9236
10999,2023/05/02 04:00:00+00,Framingham/Worcester,12499
11000,2023/05/02 04:00:00+00,Franklin/Foxboro,9877
11001,2023/04/03 04:00:00+00,Framingham/Worcester,12092
11002,2023/04/03 04:00:00+00,Franklin/Foxboro,8040
11003,2023/04/03 04:00:00+00,Middleborough/Lakeville,6129
